Código província,Província,x,y
ARCT,Polar - Atlantic Arctic Province,-14.5,65.5
ARCT,Polar - Atlantic Arctic Province,-14.5,66.0
ARCT,Polar - Atlantic Arctic Province,-14.5,65.5
ARCT,Polar - Atlantic Arctic Province,-15.0,65.5
ARCT,Polar - Atlantic Arctic Province,-15.0,66.0
ARCT,Polar - Atlantic Arctic Province,-14.5,66.0
ARCT,Polar - Atlantic Arctic Province,-15.0,66.0
ARCT,Polar - Atlantic Arctic Province,-15.0,66.5
ARCT,Polar - Atlantic Arctic Province,-14.5,66.5
ARCT,Polar - Atlantic Arctic Province,-15.0,66.5
ARCT,Polar - Atlantic Arctic Province,-15.5,66.0
ARCT,Polar - Atlantic Arctic Province,-15.5,66.5
ARCT,Polar - Atlantic Arctic Province,-16.0,66.5
ARCT,Polar - Atlantic Arctic Province,-16.5,66.5
ARCT,Polar - Atlantic Arctic Province,-16.5,66.0
ARCT,Polar - Atlantic Arctic Province,-17.0,66.0
ARCT,Polar - Atlantic Arctic Province,-17.5,66.0
ARCT,Polar - Atlantic Arctic Province,-18.0,66.0
ARCT,Polar - Atlantic Arctic Province,-18.5,66.0
ARCT,Polar - Atlantic Arctic Province,-18.0,66.0
ARCT,Polar - Atlantic Arctic Province,-18.0,65.5
ARCT,Polar - Atlantic Arctic Province,-18.0,66.0
ARCT,Polar - Atlantic Arctic Province,-18.5,66.0
ARCT,Polar - Atlantic Arctic Province,-19.0,66.0
ARCT,Polar - Atlantic Arctic Province,-19.5,66.0
ARCT,Polar - Atlantic Arctic Province,-19.5,65.5
ARCT,Polar - Atlantic Arctic Province,-19.5,66.0
ARCT,Polar - Atlantic Arctic Province,-20.0,66.0
ARCT,Polar - Atlantic Arctic Province,-20.5,66.0
ARCT,Polar - Atlantic Arctic Province,-20.5,65.5
ARCT,Polar - Atlantic Arctic Province,-21.0,65.5
ARCT,Polar - Atlantic Arctic Province,-21.0,65.0
ARCT,Polar - Atlantic Arctic Province,-21.0,65.5
ARCT,Polar - Atlantic Arctic Province,-21.5,65.5
ARCT,Polar - Atlantic Arctic Province,-22.0,66.0
ARCT,Polar - Atlantic Arctic Province,-21.5,66.0
ARCT,Polar - Atlantic Arctic Province,-21.5,65.5
ARCT,Polar - Atlantic Arctic Province,-21.5,66.0
ARCT,Polar - Atlantic Arctic Province,-22.0,66.0
ARCT,Polar - Atlantic Arctic Province,-22.0,66.5
ARCT,Polar - Atlantic Arctic Province,-22.5,66.5
ARCT,Polar - Atlantic Arctic Province,-23.0,66.5
ARCT,Polar - Atlantic Arctic Province,-22.5,66.5
ARCT,Polar - Atlantic Arctic Province,-22.5,66.0
ARCT,Polar - Atlantic Arctic Province,-22.5,66.5
ARCT,Polar - Atlantic Arctic Province,-23.0,66.5
ARCT,Polar - Atlantic Arctic Province,-23.0,66.0
ARCT,Polar - Atlantic Arctic Province,-22.5,66.0
ARCT,Polar - Atlantic Arctic Province,-23.0,66.0
ARCT,Polar - Atlantic Arctic Province,-23.5,66.0
ARCT,Polar - Atlantic Arctic Province,-24.0,66.0
ARCT,Polar - Atlantic Arctic Province,-23.5,66.0
ARCT,Polar - Atlantic Arctic Province,-23.0,66.0
ARCT,Polar - Atlantic Arctic Province,-23.5,66.0
ARCT,Polar - Atlantic Arctic Province,-24.0,66.0
ARCT,Polar - Atlantic Arctic Province,-23.5,66.0
ARCT,Polar - Atlantic Arctic Province,-23.0,66.0
ARCT,Polar - Atlantic Arctic Province,-23.0,65.5
ARCT,Polar - Atlantic Arctic Province,-23.5,65.5
ARCT,Polar - Atlantic Arctic Province,-24.0,65.5
ARCT,Polar - Atlantic Arctic Province,-24.0,66.0
ARCT,Polar - Atlantic Arctic Province,-24.0,65.5
ARCT,Polar - Atlantic Arctic Province,-24.5,65.5
ARCT,Polar - Atlantic Arctic Province,-24.0,65.5
ARCT,Polar - Atlantic Arctic Province,-23.5,65.5
ARCT,Polar - Atlantic Arctic Province,-23.0,65.5
ARCT,Polar - Atlantic Arctic Province,-22.5,65.5
ARCT,Polar - Atlantic Arctic Province,-22.0,65.5
ARCT,Polar - Atlantic Arctic Province,-22.5,65.5
ARCT,Polar - Atlantic Arctic Province,-22.0,65.5
ARCT,Polar - Atlantic Arctic Province,-21.5,65.5
ARCT,Polar - Atlantic Arctic Province,-22.0,65.5
ARCT,Polar - Atlantic Arctic Province,-22.5,65.5
ARCT,Polar - Atlantic Arctic Province,-22.5,65.0
ARCT,Polar - Atlantic Arctic Province,-22.0,65.0
ARCT,Polar - Atlantic Arctic Province,-21.5,65.0
ARCT,Polar - Atlantic Arctic Province,-22.0,65.0
ARCT,Polar - Atlantic Arctic Province,-22.5,65.0
ARCT,Polar - Atlantic Arctic Province,-23.0,65.0
ARCT,Polar - Atlantic Arctic Province,-23.5,65.0
ARCT,Polar - Atlantic Arctic Province,-24.0,65.0
ARCT,Polar - Atlantic Arctic Province,-24.0,64.5
ARCT,Polar - Atlantic Arctic Province,-23.5,64.5
ARCT,Polar - Atlantic Arctic Province,-23.5,65.0
ARCT,Polar - Atlantic Arctic Province,-23.0,65.0
ARCT,Polar - Atlantic Arctic Province,-22.5,65.0
ARCT,Polar - Atlantic Arctic Province,-22.5,64.5
ARCT,Polar - Atlantic Arctic Province,-23.5,64.5
ARCT,Polar - Atlantic Arctic Province,-23.5,63.5
ARCT,Polar - Atlantic Arctic Province,-23.5,62.5
ARCT,Polar - Atlantic Arctic Province,-23.5,61.5
ARCT,Polar - Atlantic Arctic Province,-23.5,60.5
ARCT,Polar - Atlantic Arctic Province,-23.5,59.5
ARCT,Polar - Atlantic Arctic Province,-23.5,58.5
ARCT,Polar - Atlantic Arctic Province,-23.5,57.5
ARCT,Polar - Atlantic Arctic Province,-23.5,56.5
ARCT,Polar - Atlantic Arctic Province,-23.5,55.5
ARCT,Polar - Atlantic Arctic Province,-24.5,55.5
ARCT,Polar - Atlantic Arctic Province,-25.5,55.5
ARCT,Polar - Atlantic Arctic Province,-26.5,55.5
ARCT,Polar - Atlantic Arctic Province,-27.5,55.5
ARCT,Polar - Atlantic Arctic Province,-28.5,55.5
ARCT,Polar - Atlantic Arctic Province,-29.5,55.5
ARCT,Polar - Atlantic Arctic Province,-30.5,55.5
ARCT,Polar - Atlantic Arctic Province,-31.5,55.5
ARCT,Polar - Atlantic Arctic Province,-32.5,55.5
ARCT,Polar - Atlantic Arctic Province,-33.5,55.5
ARCT,Polar - Atlantic Arctic Province,-34.5,55.5
ARCT,Polar - Atlantic Arctic Province,-35.5,55.5
ARCT,Polar - Atlantic Arctic Province,-36.5,55.5
ARCT,Polar - Atlantic Arctic Province,-37.5,55.5
ARCT,Polar - Atlantic Arctic Province,-38.5,55.5
ARCT,Polar - Atlantic Arctic Province,-39.5,55.5
ARCT,Polar - Atlantic Arctic Province,-40.5,55.5
ARCT,Polar - Atlantic Arctic Province,-41.5,55.5
ARCT,Polar - Atlantic Arctic Province,-42.5,55.5
ARCT,Polar - Atlantic Arctic Province,-43.5,55.5
ARCT,Polar - Atlantic Arctic Province,-43.5,54.5
ARCT,Polar - Atlantic Arctic Province,-43.5,53.5
ARCT,Polar - Atlantic Arctic Province,-43.5,52.5
ARCT,Polar - Atlantic Arctic Province,-43.5,51.5
ARCT,Polar - Atlantic Arctic Province,-43.5,50.5
ARCT,Polar - Atlantic Arctic Province,-43.5,49.5
ARCT,Polar - Atlantic Arctic Province,-44.5,49.5
ARCT,Polar - Atlantic Arctic Province,-45.5,49.5
ARCT,Polar - Atlantic Arctic Province,-46.5,49.5
ARCT,Polar - Atlantic Arctic Province,-47.5,49.5
ARCT,Polar - Atlantic Arctic Province,-48.5,49.5
ARCT,Polar - Atlantic Arctic Province,-49.5,49.5
ARCT,Polar - Atlantic Arctic Province,-49.5,50.5
ARCT,Polar - Atlantic Arctic Province,-49.5,51.5
ARCT,Polar - Atlantic Arctic Province,-50.5,51.5
ARCT,Polar - Atlantic Arctic Province,-51.5,51.5
ARCT,Polar - Atlantic Arctic Province,-51.5,52.5
ARCT,Polar - Atlantic Arctic Province,-51.5,53.5
ARCT,Polar - Atlantic Arctic Province,-51.5,54.5
ARCT,Polar - Atlantic Arctic Province,-51.5,55.5
ARCT,Polar - Atlantic Arctic Province,-52.5,55.5
ARCT,Polar - Atlantic Arctic Province,-53.5,55.5
ARCT,Polar - Atlantic Arctic Province,-54.5,55.5
ARCT,Polar - Atlantic Arctic Province,-55.5,55.5
ARCT,Polar - Atlantic Arctic Province,-55.5,56.5
ARCT,Polar - Atlantic Arctic Province,-55.5,57.5
ARCT,Polar - Atlantic Arctic Province,-56.5,57.5
ARCT,Polar - Atlantic Arctic Province,-57.5,57.5
ARCT,Polar - Atlantic Arctic Province,-57.5,58.5
ARCT,Polar - Atlantic Arctic Province,-57.5,59.5
ARCT,Polar - Atlantic Arctic Province,-58.5,59.5
ARCT,Polar - Atlantic Arctic Province,-59.5,59.5
ARCT,Polar - Atlantic Arctic Province,-60.5,59.5
ARCT,Polar - Atlantic Arctic Province,-61.5,59.5
ARCT,Polar - Atlantic Arctic Province,-61.5,60.5
ARCT,Polar - Atlantic Arctic Province,-61.5,61.5
ARCT,Polar - Atlantic Arctic Province,-61.5,62.5
ARCT,Polar - Atlantic Arctic Province,-61.5,63.5
ARCT,Polar - Atlantic Arctic Province,-60.5,63.5
ARCT,Polar - Atlantic Arctic Province,-59.5,63.5
ARCT,Polar - Atlantic Arctic Province,-58.5,63.5
ARCT,Polar - Atlantic Arctic Province,-57.5,63.5
ARCT,Polar - Atlantic Arctic Province,-56.5,63.5
ARCT,Polar - Atlantic Arctic Province,-55.5,63.5
ARCT,Polar - Atlantic Arctic Province,-54.5,63.5
ARCT,Polar - Atlantic Arctic Province,-53.5,63.5
ARCT,Polar - Atlantic Arctic Province,-52.5,63.5
ARCT,Polar - Atlantic Arctic Province,-51.5,63.5
ARCT,Polar - Atlantic Arctic Province,-51.5,62.5
ARCT,Polar - Atlantic Arctic Province,-51.5,61.5
ARCT,Polar - Atlantic Arctic Province,-50.5,61.5
ARCT,Polar - Atlantic Arctic Province,-49.5,61.5
ARCT,Polar - Atlantic Arctic Province,-49.5,60.5
ARCT,Polar - Atlantic Arctic Province,-49.5,59.5
ARCT,Polar - Atlantic Arctic Province,-48.5,59.5
ARCT,Polar - Atlantic Arctic Province,-47.5,59.5
ARCT,Polar - Atlantic Arctic Province,-46.5,59.5
ARCT,Polar - Atlantic Arctic Province,-45.5,59.5
ARCT,Polar - Atlantic Arctic Province,-44.5,59.5
ARCT,Polar - Atlantic Arctic Province,-43.5,59.5
ARCT,Polar - Atlantic Arctic Province,-42.5,59.5
ARCT,Polar - Atlantic Arctic Province,-41.5,59.5
ARCT,Polar - Atlantic Arctic Province,-40.5,59.5
ARCT,Polar - Atlantic Arctic Province,-39.5,59.5
ARCT,Polar - Atlantic Arctic Province,-39.5,60.5
ARCT,Polar - Atlantic Arctic Province,-39.5,61.5
ARCT,Polar - Atlantic Arctic Province,-38.5,61.5
ARCT,Polar - Atlantic Arctic Province,-37.5,61.5
ARCT,Polar - Atlantic Arctic Province,-37.5,62.5
ARCT,Polar - Atlantic Arctic Province,-37.5,63.5
ARCT,Polar - Atlantic Arctic Province,-36.5,63.5
ARCT,Polar - Atlantic Arctic Province,-35.5,63.5
ARCT,Polar - Atlantic Arctic Province,-34.5,63.5
ARCT,Polar - Atlantic Arctic Province,-33.5,63.5
ARCT,Polar - Atlantic Arctic Province,-33.5,64.5
ARCT,Polar - Atlantic Arctic Province,-33.5,65.5
ARCT,Polar - Atlantic Arctic Province,-32.5,65.5
ARCT,Polar - Atlantic Arctic Province,-31.5,65.5
ARCT,Polar - Atlantic Arctic Province,-30.5,65.5
ARCT,Polar - Atlantic Arctic Province,-29.5,65.5
ARCT,Polar - Atlantic Arctic Province,-29.5,66.5
ARCT,Polar - Atlantic Arctic Province,-29.5,67.5
ARCT,Polar - Atlantic Arctic Province,-28.5,67.5
ARCT,Polar - Atlantic Arctic Province,-27.5,67.5
ARCT,Polar - Atlantic Arctic Province,-26.5,67.5
ARCT,Polar - Atlantic Arctic Province,-25.5,67.5
ARCT,Polar - Atlantic Arctic Province,-24.5,67.5
ARCT,Polar - Atlantic Arctic Province,-23.5,67.5
ARCT,Polar - Atlantic Arctic Province,-22.5,67.5
ARCT,Polar - Atlantic Arctic Province,-21.5,67.5
ARCT,Polar - Atlantic Arctic Province,-20.5,67.5
ARCT,Polar - Atlantic Arctic Province,-19.5,67.5
ARCT,Polar - Atlantic Arctic Province,-19.5,68.5
ARCT,Polar - Atlantic Arctic Province,-19.5,69.5
ARCT,Polar - Atlantic Arctic Province,-19.5,70.5
ARCT,Polar - Atlantic Arctic Province,-19.5,71.5
ARCT,Polar - Atlantic Arctic Province,-18.5,71.5
ARCT,Polar - Atlantic Arctic Province,-17.5,71.5
ARCT,Polar - Atlantic Arctic Province,-16.5,71.5
ARCT,Polar - Atlantic Arctic Province,-15.5,71.5
ARCT,Polar - Atlantic Arctic Province,-15.5,72.5
ARCT,Polar - Atlantic Arctic Province,-15.5,73.5
ARCT,Polar - Atlantic Arctic Province,-15.5,74.5
ARCT,Polar - Atlantic Arctic Province,-15.5,75.5
ARCT,Polar - Atlantic Arctic Province,-14.5,75.5
ARCT,Polar - Atlantic Arctic Province,-13.5,75.5
ARCT,Polar - Atlantic Arctic Province,-12.5,75.5
ARCT,Polar - Atlantic Arctic Province,-11.5,75.5
ARCT,Polar - Atlantic Arctic Province,-11.5,76.5
ARCT,Polar - Atlantic Arctic Province,-11.5,77.5
ARCT,Polar - Atlantic Arctic Province,-10.5,77.5
ARCT,Polar - Atlantic Arctic Province,-9.5,77.5
ARCT,Polar - Atlantic Arctic Province,-8.5,77.5
ARCT,Polar - Atlantic Arctic Province,-7.5,77.5
ARCT,Polar - Atlantic Arctic Province,-7.5,78.5
ARCT,Polar - Atlantic Arctic Province,-7.5,79.5
ARCT,Polar - Atlantic Arctic Province,-6.5,79.5
ARCT,Polar - Atlantic Arctic Province,-5.5,79.5
ARCT,Polar - Atlantic Arctic Province,-4.5,79.5
ARCT,Polar - Atlantic Arctic Province,-3.5,79.5
ARCT,Polar - Atlantic Arctic Province,-2.5,79.5
ARCT,Polar - Atlantic Arctic Province,-1.5,79.5
ARCT,Polar - Atlantic Arctic Province,-0.5,79.5
ARCT,Polar - Atlantic Arctic Province,0.5,79.5
ARCT,Polar - Atlantic Arctic Province,1.5,79.5
ARCT,Polar - Atlantic Arctic Province,2.5,79.5
ARCT,Polar - Atlantic Arctic Province,3.5,79.5
ARCT,Polar - Atlantic Arctic Province,4.5,79.5
ARCT,Polar - Atlantic Arctic Province,5.5,79.5
ARCT,Polar - Atlantic Arctic Province,6.5,79.5
ARCT,Polar - Atlantic Arctic Province,7.5,79.5
ARCT,Polar - Atlantic Arctic Province,8.5,79.5
ARCT,Polar - Atlantic Arctic Province,9.5,79.5
ARCT,Polar - Atlantic Arctic Province,10.5,79.5
ARCT,Polar - Atlantic Arctic Province,10.5,79.0
ARCT,Polar - Atlantic Arctic Province,-9.0,71.0
ARCT,Polar - Atlantic Arctic Province,-8.5,71.0
ARCT,Polar - Atlantic Arctic Province,-8.0,71.0
ARCT,Polar - Atlantic Arctic Province,-8.5,71.0
ARCT,Polar - Atlantic Arctic Province,-9.0,71.0
ARCT,Polar - Atlantic Arctic Province,20.0,79.0
ARCT,Polar - Atlantic Arctic Province,20.5,79.0
ARCT,Polar - Atlantic Arctic Province,21.0,79.0
ARCT,Polar - Atlantic Arctic Province,20.5,79.0
ARCT,Polar - Atlantic Arctic Province,20.0,79.0
ARCT,Polar - Atlantic Arctic Province,20.5,79.5
ARCT,Polar - Atlantic Arctic Province,21.0,79.5
ARCT,Polar - Atlantic Arctic Province,21.5,79.5
ARCT,Polar - Atlantic Arctic Province,21.5,79.0
ARCT,Polar - Atlantic Arctic Province,21.0,79.0
ARCT,Polar - Atlantic Arctic Province,20.5,79.0
ARCT,Polar - Atlantic Arctic Province,20.0,79.0
ARCT,Polar - Atlantic Arctic Province,19.5,79.0
ARCT,Polar - Atlantic Arctic Province,19.0,79.0
ARCT,Polar - Atlantic Arctic Province,19.0,79.5
ARCT,Polar - Atlantic Arctic Province,19.5,79.5
ARCT,Polar - Atlantic Arctic Province,20.0,79.5
ARCT,Polar - Atlantic Arctic Province,20.5,79.5
SARC,Polar - Atlantic Subarctic Province,11.5,64.0
SARC,Polar - Atlantic Subarctic Province,11.0,64.0
SARC,Polar - Atlantic Subarctic Province,11.5,64.0
SARC,Polar - Atlantic Subarctic Province,11.0,63.5
SARC,Polar - Atlantic Subarctic Province,10.5,63.5
SARC,Polar - Atlantic Subarctic Province,11.0,63.5
SARC,Polar - Atlantic Subarctic Province,10.5,63.5
SARC,Polar - Atlantic Subarctic Province,11.0,63.5
SARC,Polar - Atlantic Subarctic Province,11.0,64.0
SARC,Polar - Atlantic Subarctic Province,10.5,64.0
SARC,Polar - Atlantic Subarctic Province,11.0,64.0
SARC,Polar - Atlantic Subarctic Province,11.5,64.0
SARC,Polar - Atlantic Subarctic Province,32.5,67.0
SARC,Polar - Atlantic Subarctic Province,33.0,67.0
SARC,Polar - Atlantic Subarctic Province,33.5,67.0
SARC,Polar - Atlantic Subarctic Province,33.5,66.5
SARC,Polar - Atlantic Subarctic Province,33.5,67.0
SARC,Polar - Atlantic Subarctic Province,34.0,67.0
SARC,Polar - Atlantic Subarctic Province,34.0,66.5
SARC,Polar - Atlantic Subarctic Province,34.5,66.5
SARC,Polar - Atlantic Subarctic Province,35.0,66.5
SARC,Polar - Atlantic Subarctic Province,35.5,66.5
SARC,Polar - Atlantic Subarctic Province,35.5,65.5
SARC,Polar - Atlantic Subarctic Province,34.5,65.5
SARC,Polar - Atlantic Subarctic Province,35.0,65.5
SARC,Polar - Atlantic Subarctic Province,34.5,65.5
SARC,Polar - Atlantic Subarctic Province,34.5,66.0
SARC,Polar - Atlantic Subarctic Province,35.0,66.0
SARC,Polar - Atlantic Subarctic Province,35.0,65.5
SARC,Polar - Atlantic Subarctic Province,35.0,66.0
SARC,Polar - Atlantic Subarctic Province,34.5,66.0
SARC,Polar - Atlantic Subarctic Province,34.0,66.0
SARC,Polar - Atlantic Subarctic Province,34.0,66.5
SARC,Polar - Atlantic Subarctic Province,33.5,66.5
SARC,Polar - Atlantic Subarctic Province,33.0,66.5
SARC,Polar - Atlantic Subarctic Province,33.5,66.5
SARC,Polar - Atlantic Subarctic Province,33.0,66.5
SARC,Polar - Atlantic Subarctic Province,33.5,66.5
SARC,Polar - Atlantic Subarctic Province,33.0,66.5
SARC,Polar - Atlantic Subarctic Province,33.0,67.0
SARC,Polar - Atlantic Subarctic Province,32.5,67.0
SARC,Polar - Atlantic Subarctic Province,32.0,67.0
SARC,Polar - Atlantic Subarctic Province,32.5,67.0
SARC,Polar - Atlantic Subarctic Province,49.5,69.0
SARC,Polar - Atlantic Subarctic Province,49.5,68.5
SARC,Polar - Atlantic Subarctic Province,48.5,68.5
SARC,Polar - Atlantic Subarctic Province,48.5,69.0
SARC,Polar - Atlantic Subarctic Province,48.5,68.5
SARC,Polar - Atlantic Subarctic Province,49.0,68.5
SARC,Polar - Atlantic Subarctic Province,49.0,69.0
SARC,Polar - Atlantic Subarctic Province,49.5,69.0
SARC,Polar - Atlantic Subarctic Province,50.5,71.5
SARC,Polar - Atlantic Subarctic Province,50.5,70.5
SARC,Polar - Atlantic Subarctic Province,50.5,69.5
SARC,Polar - Atlantic Subarctic Province,49.5,69.5
SARC,Polar - Atlantic Subarctic Province,49.0,69.5
SARC,Polar - Atlantic Subarctic Province,48.5,69.5
SARC,Polar - Atlantic Subarctic Province,47.5,69.5
SARC,Polar - Atlantic Subarctic Province,46.5,69.5
SARC,Polar - Atlantic Subarctic Province,45.5,69.5
SARC,Polar - Atlantic Subarctic Province,44.5,69.5
SARC,Polar - Atlantic Subarctic Province,43.5,69.5
SARC,Polar - Atlantic Subarctic Province,42.5,69.5
SARC,Polar - Atlantic Subarctic Province,41.5,69.5
SARC,Polar - Atlantic Subarctic Province,40.5,69.5
SARC,Polar - Atlantic Subarctic Province,39.5,69.5
SARC,Polar - Atlantic Subarctic Province,38.5,69.5
SARC,Polar - Atlantic Subarctic Province,37.5,69.5
SARC,Polar - Atlantic Subarctic Province,37.5,68.5
SARC,Polar - Atlantic Subarctic Province,37.5,69.0
SARC,Polar - Atlantic Subarctic Province,37.0,69.0
SARC,Polar - Atlantic Subarctic Province,36.5,69.0
SARC,Polar - Atlantic Subarctic Province,36.0,69.0
SARC,Polar - Atlantic Subarctic Province,35.5,69.0
SARC,Polar - Atlantic Subarctic Province,35.5,69.5
SARC,Polar - Atlantic Subarctic Province,35.0,69.5
SARC,Polar - Atlantic Subarctic Province,35.5,69.0
SARC,Polar - Atlantic Subarctic Province,35.0,69.0
SARC,Polar - Atlantic Subarctic Province,34.5,69.5
SARC,Polar - Atlantic Subarctic Province,34.0,69.5
SARC,Polar - Atlantic Subarctic Province,33.5,69.5
SARC,Polar - Atlantic Subarctic Province,33.5,69.0
SARC,Polar - Atlantic Subarctic Province,33.0,69.0
SARC,Polar - Atlantic Subarctic Province,33.5,69.0
SARC,Polar - Atlantic Subarctic Province,33.5,69.5
SARC,Polar - Atlantic Subarctic Province,33.0,69.5
SARC,Polar - Atlantic Subarctic Province,33.5,69.5
SARC,Polar - Atlantic Subarctic Province,33.0,69.5
SARC,Polar - Atlantic Subarctic Province,32.5,69.5
SARC,Polar - Atlantic Subarctic Province,32.0,69.5
SARC,Polar - Atlantic Subarctic Province,32.5,69.5
SARC,Polar - Atlantic Subarctic Province,32.0,69.5
SARC,Polar - Atlantic Subarctic Province,32.5,69.5
SARC,Polar - Atlantic Subarctic Province,33.0,69.5
SARC,Polar - Atlantic Subarctic Province,33.0,70.0
SARC,Polar - Atlantic Subarctic Province,32.5,70.0
SARC,Polar - Atlantic Subarctic Province,32.0,70.0
SARC,Polar - Atlantic Subarctic Province,31.5,70.0
SARC,Polar - Atlantic Subarctic Province,31.5,69.5
SARC,Polar - Atlantic Subarctic Province,32.0,69.5
SARC,Polar - Atlantic Subarctic Province,31.5,69.5
SARC,Polar - Atlantic Subarctic Province,31.0,70.0
SARC,Polar - Atlantic Subarctic Province,30.5,70.0
SARC,Polar - Atlantic Subarctic Province,30.5,69.5
SARC,Polar - Atlantic Subarctic Province,30.5,70.0
SARC,Polar - Atlantic Subarctic Province,30.0,70.0
SARC,Polar - Atlantic Subarctic Province,30.0,69.5
SARC,Polar - Atlantic Subarctic Province,30.0,70.0
SARC,Polar - Atlantic Subarctic Province,29.5,69.5
SARC,Polar - Atlantic Subarctic Province,29.5,70.0
SARC,Polar - Atlantic Subarctic Province,30.0,70.0
SARC,Polar - Atlantic Subarctic Province,29.5,70.0
SARC,Polar - Atlantic Subarctic Province,29.0,70.0
SARC,Polar - Atlantic Subarctic Province,28.5,70.0
SARC,Polar - Atlantic Subarctic Province,29.0,70.0
SARC,Polar - Atlantic Subarctic Province,29.5,70.0
SARC,Polar - Atlantic Subarctic Province,30.0,70.0
SARC,Polar - Atlantic Subarctic Province,30.5,70.0
SARC,Polar - Atlantic Subarctic Province,30.5,70.5
SARC,Polar - Atlantic Subarctic Province,31.0,70.5
SARC,Polar - Atlantic Subarctic Province,30.5,70.5
SARC,Polar - Atlantic Subarctic Province,30.0,70.5
SARC,Polar - Atlantic Subarctic Province,30.5,70.5
SARC,Polar - Atlantic Subarctic Province,30.0,70.5
SARC,Polar - Atlantic Subarctic Province,29.5,70.5
SARC,Polar - Atlantic Subarctic Province,30.0,70.5
SARC,Polar - Atlantic Subarctic Province,29.5,70.5
SARC,Polar - Atlantic Subarctic Province,29.5,71.0
SARC,Polar - Atlantic Subarctic Province,29.0,71.0
SARC,Polar - Atlantic Subarctic Province,28.5,71.0
SARC,Polar - Atlantic Subarctic Province,28.5,70.5
SARC,Polar - Atlantic Subarctic Province,28.0,70.5
SARC,Polar - Atlantic Subarctic Province,28.0,70.0
SARC,Polar - Atlantic Subarctic Province,28.0,70.5
SARC,Polar - Atlantic Subarctic Province,28.5,70.5
SARC,Polar - Atlantic Subarctic Province,28.0,70.5
SARC,Polar - Atlantic Subarctic Province,28.5,70.5
SARC,Polar - Atlantic Subarctic Province,28.0,70.5
SARC,Polar - Atlantic Subarctic Province,27.5,70.5
SARC,Polar - Atlantic Subarctic Province,28.0,70.5
SARC,Polar - Atlantic Subarctic Province,28.0,71.0
SARC,Polar - Atlantic Subarctic Province,28.5,71.0
SARC,Polar - Atlantic Subarctic Province,28.0,71.0
SARC,Polar - Atlantic Subarctic Province,27.5,71.0
SARC,Polar - Atlantic Subarctic Province,27.0,71.0
SARC,Polar - Atlantic Subarctic Province,27.5,71.0
SARC,Polar - Atlantic Subarctic Province,27.5,70.5
SARC,Polar - Atlantic Subarctic Province,27.0,70.5
SARC,Polar - Atlantic Subarctic Province,27.5,70.5
SARC,Polar - Atlantic Subarctic Province,27.0,70.5
SARC,Polar - Atlantic Subarctic Province,26.5,70.5
SARC,Polar - Atlantic Subarctic Province,26.5,71.0
SARC,Polar - Atlantic Subarctic Province,26.0,71.0
SARC,Polar - Atlantic Subarctic Province,26.0,70.5
SARC,Polar - Atlantic Subarctic Province,25.5,70.5
SARC,Polar - Atlantic Subarctic Province,25.5,70.0
SARC,Polar - Atlantic Subarctic Province,25.0,70.0
SARC,Polar - Atlantic Subarctic Province,25.0,70.5
SARC,Polar - Atlantic Subarctic Province,25.5,70.5
SARC,Polar - Atlantic Subarctic Province,25.0,70.5
SARC,Polar - Atlantic Subarctic Province,25.5,70.5
SARC,Polar - Atlantic Subarctic Province,25.5,71.0
SARC,Polar - Atlantic Subarctic Province,26.0,71.0
SARC,Polar - Atlantic Subarctic Province,25.5,71.0
SARC,Polar - Atlantic Subarctic Province,25.0,71.0
SARC,Polar - Atlantic Subarctic Province,24.5,71.0
SARC,Polar - Atlantic Subarctic Province,24.5,70.5
SARC,Polar - Atlantic Subarctic Province,24.0,70.5
SARC,Polar - Atlantic Subarctic Province,24.5,70.5
SARC,Polar - Atlantic Subarctic Province,24.0,70.5
SARC,Polar - Atlantic Subarctic Province,23.5,70.5
SARC,Polar - Atlantic Subarctic Province,23.5,70.0
SARC,Polar - Atlantic Subarctic Province,23.5,70.5
SARC,Polar - Atlantic Subarctic Province,23.5,70.0
SARC,Polar - Atlantic Subarctic Province,23.0,70.0
SARC,Polar - Atlantic Subarctic Province,23.5,70.0
SARC,Polar - Atlantic Subarctic Province,23.0,70.0
SARC,Polar - Atlantic Subarctic Province,22.5,70.0
SARC,Polar - Atlantic Subarctic Province,23.0,70.0
SARC,Polar - Atlantic Subarctic Province,22.5,70.0
SARC,Polar - Atlantic Subarctic Province,22.5,70.5
SARC,Polar - Atlantic Subarctic Province,22.5,70.0
SARC,Polar - Atlantic Subarctic Province,22.5,70.5
SARC,Polar - Atlantic Subarctic Province,22.0,70.5
SARC,Polar - Atlantic Subarctic Province,22.0,70.0
SARC,Polar - Atlantic Subarctic Province,21.5,70.0
SARC,Polar - Atlantic Subarctic Province,21.5,70.5
SARC,Polar - Atlantic Subarctic Province,21.5,70.0
SARC,Polar - Atlantic Subarctic Province,21.0,70.0
SARC,Polar - Atlantic Subarctic Province,21.5,70.0
SARC,Polar - Atlantic Subarctic Province,22.0,70.0
SARC,Polar - Atlantic Subarctic Province,22.0,69.5
SARC,Polar - Atlantic Subarctic Province,22.0,70.0
SARC,Polar - Atlantic Subarctic Province,21.5,70.0
SARC,Polar - Atlantic Subarctic Province,21.0,70.0
SARC,Polar - Atlantic Subarctic Province,20.5,70.0
SARC,Polar - Atlantic Subarctic Province,20.5,69.5
SARC,Polar - Atlantic Subarctic Province,21.0,69.5
